1384015793894	,3085.7903
1384015796972	,3078.139
1384015799956	,2984.2422
1384015803087	,3131.2214
1384015805992	,2904.83
1384015809291	,3298.4438
1384015812192	,2901.223
1384015815483	,3290.721
1384015818336	,2852.11
1384015821670	,3333.6592
1384015824444	,2774.1692
1384015827668	,3223.8633
1384015830361	,2693.2605
1384015833653	,3291.3328
1384015836525	,2871.6008
1384015839803	,3278.134
1384015842695	,2891.9634
1384015845839	,3143.6223
1384015848816	,2976.6245
1384015851907	,3090.8677
1384015855099	,3191.964
1384015858108	,3007.9905
1384015861257	,3148.986
1384015864204	,2947.2932
1384015867401	,3196.3503
1384015870253	,2852.069
1384015873455	,3201.7327
1384015876307	,2851.544
1384015879629	,3321.7134
1384015882442	,2812.5688
1384015885842	,3400.5466
1384015888648	,2805.8494
1384015891939	,3290.6377
1384015894791	,2851.387
1384015898018	,3227.266
1384015901000	,2981.3796
1384015904205	,3205.098
1384015907283	,3077.237
1384015910587	,3303.8684
1384015913626	,3038.7883
1384015916377	,2750.7402
1384015919297	,2920.503
1384015922028	,2730.0605
1384015925129	,3100.9841
1384015927906	,2776.9858
1384015930932	,3025.3254
1384015933575	,2643.2263
1384015936619	,3043.5332
1384015939319	,2700.3774
1384015942431	,3111.395
1384015945131	,2699.8887
1384015948152	,3020.4575
1384015950858	,2706.1118
1384015953983	,3124.78
1384015956704	,2720.5974
1384015959579	,2874.5564
1384015962312	,2733.2544
1384015965163	,2850.4326
1384015968014	,2850.999
1384015970878	,2863.9038
1384015973786	,2907.6057
1384015976530	,2744.2366
1384015979478	,2947.4329
1384015982138	,2659.7017
1384015985064	,2926.1826
1384015987734	,2669.4565
1384015990810	,3075.6777
1384015993508	,2697.6953
1384015996558	,3049.6262
1384015999381	,2822.8274
1384016002394	,3013.2883
1384016005094	,2699.437
1384016008030	,2935.8054
1384016010833	,2802.6487
1384016013748	,2915.164
1384016016621	,2873.2505
1384016019482	,2860.319
1384016022378	,2895.5522
1384016025175	,2796.897
1384016028042	,2866.8984
1384016030770	,2727.604
1384016033755	,2985.0618
1384016036575	,2819.4343
1384016039730	,3155.1548
1384016042486	,2755.7163
1384016045582	,3096.2576
1384016048354	,2771.119
1384016051641	,3287.3772
1384016054427	,2785.617
1384016057482	,3055.0547
1384016060303	,2820.2722
1384016063249	,2946.116
1384016066034	,2784.7844
1384016068958	,2923.7913
1384016071729	,2771.258
1384016074577	,2847.3062
1384016077494	,2917.657
1384016080290	,2795.0044
1384016083238	,2948.3918
1384016085994	,2755.9072
