1384082301671	,4.11064
1384082301675	,3.49903
1384082301678	,2.662171
1384082301682	,3.845461
1384082301685	,2.988465
1384082301689	,3.3755171
1384082301694	,4.296331
1384082301697	,2.8648
1384082301703	,6.2020307
1384082301707	,3.620563
1384082301709	,2.2069051
1384082301712	,2.584843
1384082301715	,3.374827
1384082301721	,5.406679
1384082301725	,3.626389
1384082301729	,4.437676
1384082301732	,2.143825
1384082301736	,4.075735
1384082301738	,2.034135
1384082301742	,3.311981
1384082301744	,2.5085921
1384082301749	,4.137505
1384082301752	,2.937426
1384082301754	,1.954771
1384082301757	,3.1870701
1384082301760	,2.2182539
1384082301763	,3.209904
1384082301766	,2.500183
1384082301769	,3.435064
1384082301772	,2.4131818
1384082301776	,4.136064
1384082301779	,2.800569
1384082301783	,3.315007
1384082301786	,2.835299
1384082301788	,2.289742
1384082301792	,3.588681
1384082301797	,4.333246
1384082301800	,3.308774
1384082301803	,2.301865
1384082301806	,3.387325
1384082301809	,2.425249
1384082301814	,4.2077622
1384082301816	,2.055821
1384082301820	,3.5165992
1384082301822	,2.356208
1384082301826	,3.469343
1384082301829	,3.5126522
1384082301834	,4.535564
1384082301843	,8.311112
1384082301850	,7.20083
1384082301853	,2.501834
1384082301856	,3.322302
1384082301860	,2.888278
1384082301863	,2.989784
1384082301867	,3.575626
1384082301871	,3.830458
1384082301873	,2.385662
1384082301877	,3.647047
1384082301880	,2.596739
1384082301891	,3.763741
1384082301894	,2.530398
1384082301898	,3.666035
1384082301900	,2.438629
1384082301904	,3.452607
1384082301908	,3.537096
1384082301911	,3.561755
1384082301914	,2.4669409
1384082301918	,3.26265
1384082301920	,2.605988
1384082301926	,5.1286173
1384082301931	,4.102614
1384082301935	,4.213282
1384082301939	,3.2070591
1384082301942	,3.480717
1384082301945	,2.392883
1384082301948	,3.150258
1384082301951	,2.108984
1384082301954	,3.384438
1384082301957	,2.391532
1384082301960	,3.564089
1384082301963	,2.771169
1384082301968	,4.254835
1384082301971	,2.8068879
1384082301975	,3.871611
1384082301978	,3.038384
1384082301983	,4.181961
1384082301986	,2.688732
1384082301989	,3.639538
1384082301992	,2.610384
1384082301996	,3.1800191
1384082301998	,2.080435
1384082302001	,3.188375
1384082302004	,2.421815
1384082302008	,3.417471
1384082302010	,2.6068468
1384082302014	,3.7973711
1384082302017	,2.298853
1384082302020	,3.2716389
1384082302023	,2.3652189
1384082302027	,3.613936
1384082302030	,3.065013
1384082302034	,3.901723
1384082302037	,2.519184
1384082302044	,5.8986278
1384082302047	,2.817962
1384082302058	,11.056869
1384082302061	,3.352803
1384082302065	,3.201426
1384082302067	,2.156621
1384082302071	,3.295277
1384082302073	,2.541046
1384082302077	,3.476434
1384082302080	,2.6379151
1384082302084	,4.053688
1384082302087	,2.840885
1384082302092	,4.3044868
1384082302095	,2.549408
1384082302099	,3.918264
1384082302101	,2.222111
1384082302105	,3.3598602
1384082302108	,2.882719
1384082302113	,4.369439
1384082302115	,2.468752
1384082302119	,3.6888778
1384082302122	,2.3832982
1384082302126	,3.767222
1384082302128	,2.260487
1384082302132	,3.473124
1384082302135	,3.209313
1384082302141	,5.4523587
1384082302144	,2.284082
1384082302147	,3.281314
1384082302149	,2.1098778
1384082302153	,3.4057128
1384082302156	,2.49702
1384082302159	,3.409112
1384082302162	,2.794441
1384082302166	,3.673661
1384082302178	,11.157822
1384082302181	,2.806575
1384082302183	,2.003429
1384082302186	,2.7906299
1384082302188	,2.255147
1384082302191	,3.247586
1384082302194	,2.111815
1384082302198	,4.151479
1384082302200	,1.8012099
1384082302203	,2.886645
1384082302206	,2.374802
1384082302211	,5.0843863
1384082302213	,2.16456
1384082302217	,3.851759
1384082302220	,2.265403
1384082302223	,3.428415
1384082302226	,2.432611
1384082302229	,3.456858
1384082302232	,2.501791
1384082302236	,3.918115
1384082302239	,2.3443449
1384082302244	,4.678961
1384082302247	,2.690322
1384082302250	,3.653393
1384082302253	,2.131752
1384082302258	,4.643486
1384082302260	,2.349698
1384082302264	,3.350951
1384082302266	,1.927014
1384082302269	,2.989094
1384082302271	,2.210235
1384082302278	,6.51758
1384082302281	,3.034453
1384082302289	,7.060831
1384082302292	,3.443794
1384082302295	,3.217408
1384082302299	,3.6190581
1384082302302	,2.139465
1384082302305	,3.055874
1384082302307	,2.327925
1384082302311	,3.803615
1384082302314	,2.461075
1384082302318	,3.326731
1384082302321	,2.7669022
1384082302325	,3.744652
1384082302327	,2.491985
1384082302331	,3.6875172
1384082302334	,2.5312262
1384082302338	,3.913038
1384082302341	,3.047055
1384082302349	,7.3757873
1384082302351	,2.611387
1384082302355	,3.156891
1384082302357	,2.2278912
1384082302361	,3.109334
1384082302364	,2.854392
1384082302367	,3.286721
1384082302369	,2.1150382
1384082302373	,3.02874
1384082302375	,2.029747
1384082302378	,3.128427
1384082302381	,2.412626
1384082302385	,3.725042
1384082302387	,2.1760979
1384082302391	,3.368512
