1382889525155	,0,0
1382889526160	,0,0
1382889527161	,0,0
1382889528162	,0,0
1382889529164	,0,0
1382889530164	,0,0
1382889531166	,0,0
1382889532167	,0,0
1382889533167	,0,0
1382889534169	,0,0
1382889535170	,0,0
1382889536171	,4313,0
1382889537172	,8168,0
1382889538172	,27925,0
1382889539174	,34420,0
1382889540174	,35292,0
1382889541175	,32481,0
1382889542175	,33504,0
1382889543175	,34185,0
1382889544176	,33263,0
1382889545177	,32581,0
1382889546178	,32351,0
1382889547179	,31298,0
1382889548179	,30751,0
1382889549179	,31865,0
1382889550181	,32017,0
1382889551181	,34717,0
1382889552181	,36046,0
1382889553182	,36489,0
1382889554183	,31345,0
1382889555184	,27887,0
1382889556184	,24718,0
1382889557184	,32410,0
1382889558186	,35061,0
1382889559187	,36000,0
1382889560188	,30592,0
1382889561750	,26857,0
1382889562750	,31410,0
1382889563751	,32219,0
1382889564752	,32754,0
1382889565752	,29656,0
1382889566754	,32556,0
1382889567754	,29060,0
1382889568754	,34422,0
1382889569755	,32109,0
1382889570756	,35488,0
1382889571756	,30305,0
1382889572757	,37275,0
1382889573758	,35533,0
1382889574758	,36918,0
1382889575759	,35957,0
1382889577451	,32008,0
1382889578452	,35982,0
1382889579453	,34438,0
1382889580453	,34387,0
1382889581455	,36985,0
1382889582455	,29922,0
1382889583455	,35618,0
1382889584455	,35725,0
1382889585456	,36481,0
1382889586457	,30901,0
1382889587457	,35357,0
1382889588457	,33280,0
1382889589458	,28031,0
1382889590458	,35563,0
1382889591459	,15165,0
1382889592459	,0,0
1382889593460	,0,0
