13328,227,232,461,8263710812,3391317094,2987811711
13837,238,237,480,7090927099,2255480189,2034134955
14338,253,251,498,8405849686,3716714755,3330395616
14838,222,224,444,7272366606,2637931516,2263907553
15338,258,255,514,9842218820,5148838043,4441488292
15838,311,318,621,8852950533,5187257595,4867124909
16338,356,349,720,10717929480,8597067486,8488559792
16839,319,315,635,11744517662,10931529892,10819276233
17339,303,308,611,12048593447,11272807995,11193263590
17839,323,320,643,12171126151,11846072795,11790035814
18339,236,241,468,11685324778,11317432902,11168811515
18839,310,306,625,11759669194,10757062480,10631023056
19340,281,283,558,11672343278,10897828027,10827434119
19840,321,322,649,12011246116,11209756528,10929154548
20340,320,321,628,11355008918,10711262332,10745660773
20841,297,295,599,11818480985,11084187113,10782710319
21341,312,309,627,11430449810,10560104084,10376826904
21841,299,300,597,12357425711,12210051036,12183809825
22341,271,273,543,11867497190,11326986331,11181576685
22841,158,162,323,11904000891,11546612509,11628113613
23341,203,195,398,12431962147,12102674131,11904546406
23842,303,308,610,12080538572,11737600923,11671611446
24342,283,281,565,10500809265,9954033868,9898713266
24842,325,324,648,13140317217,12559298412,12400318322
25343,307,312,619,12137918129,11566015309,11491314836
25843,262,258,518,11875445332,11597818031,11476420982
26343,288,285,576,12114400385,11711767633,11600271492
26843,336,343,679,11924089460,11408770319,11265830458
27343,293,293,586,12013625952,11664444001,11648074399
27844,273,275,547,12079955624,11806286033,11701552264
28344,291,284,576,12180244073,11858020378,11784650963
28844,281,277,558,11696944138,11386153849,11546585935
29344,282,286,568,12410886112,12156309299,11892687958
29844,290,295,585,11969049596,11645423976,11663004982
30345,292,288,576,11958459649,11618181820,11526702085
30845,277,276,557,12204629919,11759928488,11608199052
31345,278,277,555,11868883413,11542229243,11523627390
31845,258,264,522,11878007200,11327150079,10573875065
32345,293,294,583,12222512442,11737944569,11596703449
32845,258,252,514,11730839028,11424841143,11435066487
33346,277,281,558,12196003846,11905075082,11828311790
33846,281,275,554,11891644911,11712819587,11683093286
34346,275,282,559,12267041941,11930313703,11826756362
34846,279,278,557,12150848749,11834489273,11781958738
35346,277,274,551,12062769062,11774684893,11710214321
35847,312,309,610,12208473089,11792910604,11659182373
36347,243,245,499,11789061404,11468831615,11515523398
36847,272,271,543,12144273755,11868832170,11826361368
37347,281,284,565,11940529710,11710285318,11613552712
37847,277,277,553,12367907927,12066809955,11909068861
38348,253,250,501,12149850262,11901730234,11839830429
38848,283,289,573,11796636126,11457928970,11415322254
39348,283,283,559,12149451156,12048778659,11948868072
39849,274,274,557,12020581213,11543649330,11482769615
40349,285,283,568,12265270540,11984824223,11951013322
40849,247,250,497,11299103541,11082324312,11021345547
41349,270,269,538,12867845774,12623392778,12553996576
41849,307,309,614,12152037566,11752964839,11711115932
42350,259,255,517,12015917712,11714227339,11654534215
42850,267,267,532,12203658431,12057588616,12016537336
43350,221,222,445,11295149357,11026135988,11021407969
43850,107,113,220,13116834638,12963608647,12887575690
44351,281,269,550,12182578517,11897877000,11867786071
44851,289,294,583,12104291219,11749871389,11696304668
45351,285,287,572,12092211525,11734854842,11563833613
45851,282,279,561,11989720703,11681725496,11612214209
46351,302,298,598,12092385778,11764968665,11660021661
46852,250,255,504,11868099239,11654940141,11604998993
47352,293,294,588,12227205836,11948073430,11794132657
47852,290,288,580,12114324752,11758137223,11727278650
48352,299,295,589,12046908104,11873122003,11832919245
48853,292,303,600,12112278997,11745655917,11576729849
49353,290,288,575,12022159171,11764728013,11721890391
49853,258,258,519,12243324464,11914266499,11853056171
50353,328,325,652,11850737668,11443998536,11366504253
50853,268,266,535,12184253887,11900247285,11838556799
51353,259,258,517,11927067663,11679681490,11683021486
51854,289,290,579,12207567405,11904063124,11743319409
52354,281,279,559,12245232152,11973458882,11913881846
52854,283,286,570,12148873879,11872617772,11820493102
53354,259,255,512,12102126718,11857561301,11820117494
53854,268,273,543,12128990178,11824792782,11745030312
54355,277,274,551,12028834472,11757314045,11698955169
55026,267,267,534,10874395469,10653349109,10601138423
55527,290,293,582,17517440021,17051817801,17011284709
56027,285,282,568,12144183294,11866390107,11821365870
56527,273,269,542,12216299221,11937109969,11866007358
57027,243,245,488,11936466502,11647251826,11610932559
57527,280,282,562,12250902913,12004658540,11901505736
58028,212,218,430,12217872075,11971045201,11847678400
58528,303,298,601,12001600666,11745948265,11701596168
59028,401,403,804,11792478388,11035412036,10892565411
59528,286,287,570,12041396662,11838744511,11805828454
60028,288,284,575,12158031753,11837959514,11751409107
60529,290,289,579,12206276586,11973463812,11938608507
61029,285,286,570,12155055303,11916752296,11814354320
61529,271,269,541,11889248193,11661380016,11657926228
62029,284,289,573,12325572265,12103739131,12035281995
62529,280,279,559,12075084755,11882276624,11868067050
63030,276,274,550,12251582778,11985010861,11874745348
63530,166,168,334,12021969383,11837089093,11859125291
64030,285,283,567,12285170527,12000024896,11856916562
64530,285,284,570,12066050236,11826566310,11800422432
65030,285,289,574,12247508303,11993395799,11915604545
65531,296,297,593,11961707766,11687923285,11609346515
66031,284,285,569,12181440265,11887758950,11838045066
66531,304,298,600,11948611546,11653396419,11611244495
67031,273,274,549,12216290943,11967470908,11915519854
67531,290,292,582,12141589300,11911903192,11833803162
68032,280,280,560,12029376487,11810349792,11794096173
68532,284,283,567,12185943366,11982353708,11941239137
69032,284,283,567,11987676454,11704497939,11654930124
69532,265,264,527,12192589818,11955858845,11829953607
70032,285,285,571,11993683064,11687667890,11631100618
70534,262,265,528,10984121480,10721794658,10695267589
71034,313,314,627,13313389124,12806337663,12606943690
71534,302,301,595,11762643825,11606936688,11751245147
72034,293,294,595,12279394092,11754627934,11475494098
72534,286,285,569,11961661075,11666566950,11621492241
73035,293,295,590,12249507294,11933328756,11819204704
73535,278,275,553,11959960580,11641423844,11624362720
74035,254,260,514,12053729525,11833632041,11765210116
74535,290,278,566,11907396273,11621254491,11707392787
75035,266,269,537,12375079666,12131697426,12016631122
75536,290,296,586,12179240118,11935561141,11853298519
76036,288,283,571,12054187324,11795993868,11754495765
76536,284,288,572,12135831308,11795576964,11678076918
77036,295,292,587,12236334730,11956966547,11867629368
77537,283,282,565,11996786218,11735467905,11696241767
78037,288,293,581,11982826696,11473784358,11411823784
78537,276,272,548,12134753518,11896291556,11894660011
79037,256,260,516,12338048263,12053969286,11926558670
79537,250,250,500,11935435881,11676854710,11641098274
80038,289,282,571,11939683845,11693084346,11684294263
80538,285,287,572,12073457961,11785533522,11708616404
81038,279,282,559,12275552393,12091481167,12027005194
81538,295,291,588,12153463403,11824961197,11794459034
82038,278,279,557,11973286193,11668053198,11613594585
82538,197,197,394,12299461568,12081260714,12026348738
83039,189,192,381,11761746144,11592306851,11643513008
83539,272,271,543,12483544214,12248819604,12119320682
84039,271,267,538,11866112300,11645531322,11556208541
84539,148,153,301,12198860870,11998257920,11971044706
85039,183,179,362,12756149590,12568089298,12472265949
85540,273,275,548,11923600215,11689651193,11722555683
86061,267,267,534,11658398705,11419204208,11307499150
86561,286,287,573,13129512472,12807591791,12713251469
87061,289,296,585,12015123316,11772736464,11745128475
87561,282,274,556,12176730247,12068350700,12012788665
88062,286,288,574,12296723884,12193699287,12219550736
88562,274,273,547,12271992771,12171168913,12109044862
89062,301,304,605,12124863225,11951412303,11910709610
89562,317,316,633,12130899086,11956746044,11882623175
90062,317,320,637,12057753974,11703703407,11612205683
90562,308,302,609,12015142415,11823696761,11906061361
91063,318,320,639,12181178646,11969653602,11819304289
91563,315,312,627,12021396986,11762653244,11817816865
92063,310,311,621,12129815961,11889015211,11779917416
92563,301,304,604,11935739315,11654301576,11572746368
93063,288,287,575,12305638428,11939243399,11845267271
93563,311,319,631,12024758686,11695351932,11595437213
94064,315,310,625,12092962796,11768589851,11721284549
94564,321,311,632,12025150112,11768403392,11735441869
95064,286,292,577,12006317217,11726482166,11686040459
95564,263,262,526,12146072463,11829118097,11751314419
96064,221,216,437,12049631561,11777004559,11720983128
96565,265,270,535,11907938689,11546192636,11486560879
97065,278,277,554,12146397698,11897808884,11831979199
97565,291,290,582,12252097642,11942382044,11854170703
98065,318,316,634,11963079664,11655507066,11615012431
98565,316,320,636,12010102547,11617238301,11523360399
99066,299,299,598,12032671832,11690098823,11637087767
99579,292,292,584,11258800419,10911288304,10863925677
100079,334,336,670,13107009363,12645022988,12499433011
100579,314,314,626,12038317387,11799864031,11720804593
101080,297,297,596,11998567495,11645822799,11625192198
101580,291,290,581,12236555110,11921592165,11781892040
102080,277,283,560,11906353542,11599757386,11549203731
102580,277,272,549,12132616997,11874196439,11909376903
103080,265,262,527,12037464242,11777901101,11606862648
103581,292,290,580,12121208422,11831833569,11772426759
104081,271,279,549,12098006913,11906517944,11801130730
104581,271,269,543,12090494888,11794322274,11783042769
105081,276,270,546,12161003842,11908591138,11894799001
105581,291,296,587,12104368809,11869116367,11838792640
106087,257,254,511,11485133850,11269727321,11168739492
106587,297,300,587,13012492312,12922968064,12834548495
107088,274,270,554,11957733522,11522795308,11508895687
107588,275,278,551,12206632718,12034155539,11966521118
108088,268,270,540,12025296981,11753275805,11725232740
108588,273,274,547,12136971958,11904212533,11875436554
109088,277,274,550,12146721021,11914932345,11868771915
109589,272,272,545,12147707766,11905381291,11804642479
110089,287,286,570,12329702647,12127451672,12042824938
110589,282,285,570,11719961339,11367996247,11393484752
111089,274,269,543,12422890036,12209588830,12075130256
111589,275,275,550,12293064056,12081821960,12036432098
112090,242,244,485,11822955162,11571453208,11542993915
112590,256,258,515,12327447538,12095536563,12055307395
113090,268,269,537,12100183819,11769968656,11625065695
113590,259,252,511,12089971551,11799624631,11796228648
114090,230,236,466,12048798217,11734214084,11650902992
114591,270,269,539,12093987379,11872638316,11881595272
115091,263,266,529,12312888066,12089597285,11900426213
115591,285,282,567,11993317580,11777464213,11753855290
116091,289,294,583,12392249489,12136758407,12040290618
116591,300,293,593,12072746310,11805722485,11803487578
117091,291,295,586,11925043700,11708425263,11654682965
117592,304,303,607,12176796375,12029776534,11973564586
118092,261,259,520,12288549092,12065222271,12022911284
118592,263,262,524,12163230810,11969091383,11932281078
119092,261,265,527,11860527850,11566568457,11525250775
119593,194,191,384,12487524423,12294583760,12222959133
120093,222,222,445,12063562388,11857344545,11832155595
120593,241,238,479,12141517266,11898514894,11824408351
121093,290,298,588,12341955128,12082020823,11981542381
121593,285,283,568,12077674606,11835726045,11748006063
122094,295,290,585,12038345818,11773706304,11867065198
122594,294,294,586,12110327288,11897623666,11756005633
123094,297,298,596,12186078119,11905688817,11804698788
123594,291,292,584,12122574411,11850783068,11813914160
124095,288,292,580,12124027832,11838612837,11732427563
124595,270,269,539,12130061249,11913792777,11857260137
125095,283,279,562,12159934068,11852691668,11776477931
125595,282,284,566,11911972771,11584474751,11601650721
126095,278,276,553,12211892045,11971674046,11896117003
126596,288,289,578,12107137192,11868972599,11752899945
127096,268,270,538,12193570755,11974551062,11903714337
127596,293,287,580,11900014534,11644834739,11687149449
128096,259,265,524,12241364671,11997119279,11859873572
128597,276,274,550,12186114913,11952009795,11893336900
129097,281,285,564,12084158254,11909568592,11855580436
129597,261,257,520,12215430443,11991382788,11946489027
130097,271,272,543,12058946544,11825858507,11763898336
130597,217,217,434,12222475674,11908163204,11807268439
131098,140,141,281,5992876753,5838835127,5850077572
131598,290,290,580,18304091970,18027614928,17957280082
132098,276,276,552,12146150299,11897842518,11799148182
132598,282,282,564,12033216616,11763588244,11703592155
133099,274,278,551,12126779503,11860942389,11798345910
133599,290,282,573,12178345307,11916523447,11873773565
134099,285,289,572,12191388340,12015141756,11914151645
134599,274,274,550,12053081227,11834103711,11818606002
135099,309,306,614,12234381502,12069312282,12047109536
135599,282,282,565,12055295660,11878242635,11831542543
136099,280,282,562,12096278314,11871199548,11841238558
136600,278,282,560,12007435616,11862463830,11883931562
137100,279,274,553,12436341423,12293102383,12188742161
137600,271,273,544,12100372736,11911558525,11868611354
138100,272,271,543,12047063687,11825971281,11757619122
138600,287,287,574,12198032216,12020065016,11977948750
139100,262,261,523,12139295561,12019761677,11989178221
139601,267,268,532,11991226462,11881801195,11913600368
140101,271,268,542,12470606465,12179083131,12073151374
140601,272,273,539,11817428398,11767643816,11710508870
141120,258,265,529,11803705879,11471951575,11503929527
141620,281,281,562,12873179355,12652123470,12517971919
142120,294,289,583,12014285414,11768885699,11776030660
142620,282,282,563,12030855821,11797610791,11739190195
143120,281,284,566,12488905079,12318488265,12209956620
143621,275,275,550,12027045517,11780841181,11787238815
144121,278,273,551,12037849985,11789915383,11740940776
144621,273,276,544,12121373385,11993608523,11945755054
145121,290,285,580,12231962184,11847707458,11773892008
145621,274,276,550,12057240678,11831518269,11764940143
146122,247,247,494,12070369187,11625443181,11503408835
146622,272,272,544,12295097268,11972115606,11901113769
147122,269,269,538,11957164798,11710627026,11684224261
147622,275,278,553,12343402890,12083915571,11962916555
148122,284,283,567,11917950202,11664697361,11628858033
148623,256,256,512,12270773475,12087208444,12045218210
149123,264,265,529,11533097344,11341146524,11321600099
149623,123,120,243,8957809857,8862292298,8976906019
150123,40,39,79,13557941451,13507334905,13438980371
150623,61,66,127,12889044165,12816800479,12775692436
151124,58,62,120,14274562262,14189890304,14093110756
151624,44,33,77,10347037075,10293744773,10689443928
152124,42,51,93,13955781334,13890811597,13625336948
152624,36,29,65,11121795492,11074812169,11259950910
153124,60,57,117,14602142270,14536296081,14309900565
153624,30,41,71,6189686736,6167328802,6074081800
154125,34,26,60,15689562290,15669432587,16057920109
154625,236,238,474,15424456582,15348298915,14881441077
155125,123,124,247,10383592204,10329277548,10527323597
155625,109,106,215,14257966872,14207142132,14027230490
156125,117,122,239,11238317473,11197249299,11199652965
156625,153,151,304,11316353782,11199524046,11140881722
157126,156,156,312,13178787777,13113293813,13130364222
157626,43,43,86,12704071962,12682987679,12681652440
158126,65,66,131,10887008969,10847566622,10936193218
158626,103,101,204,14972771467,14921767782,14762220279
159126,122,122,244,9660291939,9612716142,9646734761
159626,23,24,47,11348567492,11334233331,11303647141
160126,46,49,94,15636634679,15718327986,15811784471
160627,54,54,109,12514038802,12333993686,12345100663
161127,36,28,64,9863562115,9813089496,9977648908
161627,44,52,96,15184627222,15095939914,14746456398
162127,46,49,95,11503053334,11430038590,11489903507
162627,58,48,106,10547687262,10476216486,10608897490
163128,41,41,82,13397025321,13333305414,13788302728
163628,55,54,109,13478012131,13418110378,12935388923
164128,38,37,75,10588263667,10520965521,10550515324
164628,37,40,77,14752836035,14684770707,14558657776
165128,62,63,125,12422262404,12361026539,12412585805
165629,48,44,92,11312236428,11289415798,11419396465
166129,39,43,82,12061338041,12040405084,11945167766
166629,44,49,93,13342517642,13315212275,13251839789
167129,24,29,53,11041212259,11025001851,10815566437
167629,56,48,103,14837661837,14841449348,14925633529
168129,85,81,167,10635959920,10569175171,10529698794
168629,62,60,122,13002181887,12973995963,12992088230
169129,49,58,107,13481889727,13457594495,13412183526
169630,33,28,61,11852644960,11833641747,11925238145
170130,33,37,70,10370078313,10349173637,10566646544
170630,47,43,90,13611259741,13551559999,13560231192
171130,37,36,73,12123638228,12072127520,11792094144
171630,102,104,204,14461255220,14392597010,14302489674
172131,89,89,180,10619066311,10482945421,10500702030
172631,43,41,84,12782809057,12719958820,12950771246
173131,34,41,75,11976916897,11919588060,11722369898
173631,52,45,94,11797686832,12097827827,12151023078
174132,48,48,99,12664357021,12211123056,12157513045
174632,49,51,99,13992615822,13906321279,13839670703
175132,44,50,95,12474513830,12418508970,12415764479
175632,39,30,69,10534029626,10436037696,10585642450
176132,41,46,87,12847176132,12752414439,12496044704
176632,50,46,96,11819204188,11749051111,11880434976
177133,53,54,107,13522197403,13428259634,13303811254
177633,51,51,102,11245594699,11162901275,11158560518
178133,47,51,98,13113247175,13030235258,12946176482
178633,61,59,120,12986850348,12890954719,13011771183
179134,104,108,212,11875993410,11750370959,11568670277
