9456741,0,0,0,0,0,0
9457241,0,0,0,0,0,0
9457741,0,0,0,0,0,0
9458241,0,0,0,0,0,0
9458742,0,0,0,0,0,0
9459242,0,0,0,0,0,0
9459742,0,0,0,0,0,0
9460242,0,0,0,0,0,0
9460743,0,0,0,0,0,0
9461243,0,0,0,0,0,0
9461743,0,0,0,0,0,0
9462243,0,0,0,0,0,0
9462743,0,0,0,0,0,0
9463243,0,0,0,0,0,0
9463744,0,0,0,0,0,0
9464244,0,0,0,0,0,0
9464744,0,0,0,0,0,0
9465244,0,0,0,0,0,0
9465744,0,0,0,0,0,0
9466244,0,0,0,0,0,0
9466745,0,0,0,0,0,0
9467245,0,0,0,0,0,0
9467745,0,0,0,0,0,0
9468245,0,0,0,0,0,0
9468745,0,0,0,0,0,0
9469246,0,0,0,0,0,0
9469746,0,0,0,0,0,0
9470246,0,0,0,0,0,0
9470746,0,0,0,0,0,0
9471246,0,0,0,0,0,0
9471747,0,0,0,0,0,0
9472247,0,0,0,0,0,0
9472747,0,0,0,0,0,0
9473248,0,0,0,0,0,0
9473748,0,0,0,0,0,0
9474248,0,0,0,0,0,0
9474748,0,0,0,0,0,0
9475248,0,0,0,0,0,0
9475749,0,0,0,0,0,0
9476249,0,45,45,218191068,211169269,209236555
9476749,0,108,108,426476017,415105003,406296451
9477249,0,98,98,412585416,401814214,397731596
9477749,0,101,101,432045307,421163921,412964857
9478249,0,94,94,428779815,416849152,409905342
9478750,0,95,95,431993199,418578657,410821490
9479250,0,86,86,425571803,410868731,402079797
9479750,0,104,104,424525105,413030832,406245305
9480250,0,107,107,422156081,411517179,405437526
9480750,0,103,103,437887928,426776677,422365927
9481250,0,93,92,441028513,426873474,420428747
9481751,0,87,88,445952955,431127216,420168881
9482251,0,90,90,430959365,415798964,406622105
9482751,0,88,88,437316399,422400595,410795861
9483251,0,88,88,441077881,425577407,415894780
9483751,0,91,91,441955559,427217026,421525116
9484252,0,89,89,443753122,428251310,414847488
9484752,0,97,97,439610387,426513276,415976282
9485252,0,90,90,435499371,419687766,410272346
9485752,0,90,89,422789514,413055990,404419012
9486252,0,89,90,435519862,415574070,409377274
9486753,0,120,119,430666945,416608306,404092602
9487253,0,133,134,419876996,396940557,384802836
9487753,0,116,116,425607981,408018590,400029387
9488253,0,92,92,444193955,429508662,421032413
9488753,0,92,92,437314505,422725866,413606107
9489253,0,108,108,433447207,416996734,406629000
9489754,0,123,123,425975539,407672379,395149376
9490254,0,135,135,422904221,401740661,390527207
9490754,0,121,121,432301834,415475243,406544848
9491254,0,87,87,450344132,436079824,427659828
9491754,0,98,98,445129518,431936567,424545009
9492255,0,98,98,448637551,435097863,424369664
9492755,0,102,102,441250239,429594943,423060626
9493255,0,103,103,438842171,427742746,421157372
9493755,0,97,97,453401133,443160368,437134176
9494255,0,110,110,453878328,442810529,438189504
9494755,0,109,109,456301897,445083816,438575835
9495255,0,108,108,458481095,446898840,438253379
9495756,0,107,107,457209901,444340363,436990174
9496256,0,127,127,446622554,431554176,424014104
9496756,0,172,172,433683673,415006477,403551505
9497256,0,145,145,443078024,424187761,415930049
9497756,0,114,114,456139183,444365653,437510167
9498256,0,108,108,457757725,446422280,439798778
9498756,0,109,109,457436964,445870814,441193681
9499256,0,139,139,444593452,430898353,421300115
9499757,0,135,135,421132223,407311764,399187213
9500257,0,104,104,450704698,439514621,435086299
9500757,0,111,111,455112776,443055575,434109376
9501257,0,126,126,439671403,425038956,421985281
9501757,0,149,149,439110895,418935818,402897252
9502257,0,134,134,446435192,429880818,418496074
9502758,0,114,114,457704213,445575023,438499729
9503258,0,98,98,459580796,447249029,433961671
9503758,0,93,93,453149145,439389927,431021261
9504258,0,95,95,456605427,443625601,435837241
9504758,0,98,98,456975302,443198250,438318979
9505258,0,110,110,458868238,446886579,438439810
9505758,0,106,106,455598879,444320948,438245074
9506259,0,103,103,451587937,439120791,432205740
9506759,0,105,105,464867548,452573863,443091384
9507259,0,98,98,460581286,449593158,445294003
9507759,0,109,109,455919972,437856749,424689336
9508259,0,110,110,446109946,427866160,411499235
9508759,0,96,96,459145284,447570885,437870641
9509260,0,90,90,462278619,449656657,442465208
9509760,0,93,93,452487425,440781836,436378817
9510260,0,97,97,455242221,441987549,431538409
9510760,0,97,97,455346824,442567516,432035831
9511260,0,98,98,460682284,448293532,440615485
9511761,0,92,92,457949952,444065821,436195345
9512261,0,114,113,450294864,435412173,423422287
9512761,0,142,143,440416100,416776796,401021909
9513261,0,114,114,445224597,426702295,418329399
9513761,0,91,91,459352100,445437859,434566142
9514262,0,116,116,450159108,431972178,420992745
9514764,0,132,132,436773604,414828557,403360433
9515264,0,117,117,444995239,426726147,414669886
9515764,0,94,94,458079286,443172502,434238588
9516265,0,88,88,457702192,442521040,433034369
9516765,0,124,124,447571902,429391365,421440886
9517265,0,133,133,440280622,419649005,401152135
9517765,0,114,114,449893227,430838564,418102272
9518265,0,95,95,457517640,445240287,439828271
9518765,0,99,99,457032132,441179863,429898391
9519266,0,107,107,449496189,431832196,423324182
9519766,0,137,136,439726407,419745867,404662535
9520266,0,119,120,440798087,419103500,408126120
9520766,0,88,88,438895175,425447273,417505369
9521266,0,90,90,438866351,424432585,415913059
9521767,0,85,85,459124642,445433672,437326987
9522267,0,89,89,443591850,429173517,420729815
9522767,0,90,90,442609997,428388024,419622231
9523267,0,91,91,431620139,416709566,407708434
9523767,0,82,82,441887481,427600854,419036391
9524268,0,84,84,452423688,438158794,429549013
9524768,0,84,84,446884261,431738544,425885152
9525268,0,87,87,441983307,428142226,416772694
9525768,0,86,86,446584579,431875501,423036239
9526269,0,105,105,442183936,425285373,415314242
9526769,0,127,127,425006531,404407130,386415754
9527269,0,109,109,432152366,415033359,407319856
9527769,0,107,107,431185670,413686590,400882384
9528269,0,112,111,437283965,424282768,414185061
9528769,0,86,87,456225761,439143355,431823423
9529270,0,84,84,448006895,434138678,428259075
9529770,0,84,84,457058072,444269667,434073941
9530270,0,93,93,455190570,441496342,433300660
9530770,0,88,88,456103673,441689991,432984009
9531271,0,89,89,450666611,435869944,430319349
9531771,0,109,109,442394848,422248055,405270292
9532271,0,132,132,431506406,410243893,397385532
9532771,0,113,113,443348778,424642708,412563940
9533272,0,91,91,452007706,437380362,428866521
9533772,0,89,89,449285281,435542107,427501382
9534272,0,94,94,452610450,439664585,432124219
9534772,0,93,93,453134977,439682200,431778074
9535272,0,100,100,447738039,435918847,429144185
9535773,0,90,90,451265159,438153459,432865152
9536273,0,92,92,444717876,432343997,422105711
9536773,0,91,91,434712765,421366456,416214136
9537273,0,87,87,447782326,433329847,422244982
9537773,0,97,97,442194449,430677211,423848191
9538273,0,98,98,437123285,426593411,420595143
9538773,0,94,94,441534043,431058205,424874072
9539274,0,99,99,441127052,428921381,418846117
9539774,0,97,97,448820389,438429982,432454716
9540274,0,101,101,451169002,440307152,434073338
9540774,0,104,104,452907568,441189174,434352836
9541274,0,92,92,455294239,442662357,438008947
9541775,0,91,91,454458367,440425609,423446004
9542275,0,85,85,451613822,437051790,428122897
9542775,0,122,122,444928378,427927277,417583422
9543275,0,141,141,432655946,413558357,404502789
9543775,0,112,112,447942544,431735518,415599611
9544275,0,121,121,443775569,428797778,421632003
9544776,0,161,161,430550140,413702926,404420014
9545276,0,119,119,443282457,428033642,419973483
9545776,0,98,98,460795432,450243998,441786583
9546276,0,96,96,449035949,439530712,434127897
9546776,0,125,125,444286313,430906300,424860761
9547277,0,154,154,422153138,405864427,394989555
9547777,0,110,110,434537075,419268604,410477810
9548277,0,94,94,452235087,439907096,432529530
9548777,0,97,97,455786586,444170199,437413504
9549278,0,93,93,449138542,435643587,427723338
9549778,0,113,113,432029140,414382356,403738579
9550278,0,121,121,435285575,415167009,402980707
9550778,0,111,111,446186495,429558093,423048917
9551278,0,87,87,455937670,443231063,432244793
9551778,0,92,92,451782436,438869990,434024623
9552279,0,93,93,452007254,438607930,428287446
9552779,0,93,93,452141978,439412643,432020714
9553279,0,97,97,460403996,450105535,447302644
9553779,0,99,99,463737445,453366587,444231036
9554279,0,91,91,458313076,447492152,441284642
9554779,0,91,91,451576207,441284493,435206570
9555279,0,96,96,456289567,445252191,438747111
