8,5.669
10,2.655
13,2.88
16,2.424
22,6.429
26,3.867
29,2.538
31,2.265
35,3.816
37,2.256
40,2.161
42,2.089
44,2.04
46,2.204
49,2.415
51,2.435
54,2.51
56,2.132
58,2.342
61,2.36
63,1.935
65,2.129
67,2.14
70,2.113
72,2.272
74,1.854
76,2.253
79,2.258
81,2.232
83,2.192
85,2.089
88,2.125
90,2.192
92,2.257
94,2.08
97,2.167
99,2.109
101,2.081
103,2.055
105,2.039
107,1.986
109,2.091
112,2.271
114,2.428
117,2.454
119,2.268
122,2.284
124,2.589
127,2.209
129,2.166
131,2.23
133,2.157
136,2.175
138,2.242
141,2.803
143,2.408
146,2.303
148,2.157
150,2.073
153,2.309
155,2.135
161,5.787
163,2.541
166,2.324
168,2.227
170,2.223
173,2.451
176,2.554
178,2.391
181,2.442
183,2.603
186,2.385
188,2.155
190,2.195
192,2.1
195,2.299
197,2.132
199,2.129
202,2.448
204,2.497
207,2.094
209,2.221
211,2.279
213,2.148
216,2.214
218,2.424
220,2.071
223,2.157
225,2.12
227,2.307
230,2.239
232,2.175
234,2.265
237,2.259
239,2.375
241,2.226
244,2.121
246,2.165
248,2.316
251,2.164
253,2.388
255,2.156
258,2.149
260,2.176
262,2.178
264,1.99
266,2.076
268,2.088
271,2.059
273,2.243
275,2.079
277,2.083
280,2.215
282,1.954
284,2.231
286,2.095
289,2.446
291,2.199
293,2.078
298,2.564
301,2.458
303,2.26
305,2.016
307,1.937
309,1.961
311,1.948
313,2.022
316,2.233
318,2.355
321,2.609
323,2.162
325,2.262
328,2.355
330,2.309
333,2.214
335,2.327
338,2.451
340,2.532
343,2.287
345,2.587
348,2.85
351,2.459
353,2.374
356,2.408
358,2.443
361,2.607
363,2.407
366,2.43
368,2.335
371,2.42
373,2.451
376,2.503
378,2.337
381,2.559
383,2.276
386,2.295
388,2.379
390,2.169
393,2.144
395,2.213
397,2.195
400,2.484
402,2.195
405,2.54
407,2.455
410,2.223
413,2.803
415,2.464
418,2.452
420,2.284
422,2.117
425,2.122
427,2.349
429,2.27
433,3.146
435,2.399
438,2.418
442,4.08
444,2.28
446,2.186
449,2.248
451,2.274
453,2.272
456,2.55
458,2.307
461,2.236
463,2.283
465,2.19
468,2.306
471,2.772
473,2.609
476,2.209
478,2.333
480,2.316
483,2.287
485,2.541
488,2.6
491,2.362
493,2.459
495,2.129
498,2.312
500,2.08
502,2.126
505,2.63
507,2.26
510,2.735
513,3.046
518,4.259
520,2.116
522,2.427
525,2.304
527,2.28
530,2.555
532,2.295
534,2.024
536,2.225
539,2.269
541,2.063
543,2.005
545,2.19
548,2.489
551,2.571
553,2.272
555,2.413
558,2.483
560,2.438
563,2.198
565,2.665
568,2.511
570,2.319
573,2.721
576,2.437
578,2.36
584,5.669
587,2.753
590,2.635
593,2.505
595,2.185
597,2.542
600,2.497
603,2.554
605,2.545
608,3.065
611,2.671
614,2.701
617,2.89
620,2.629
622,2.613
625,2.708
628,2.548
630,2.417
633,2.536
635,2.412
638,2.429
640,2.313
643,2.396
645,2.308
648,2.538
651,2.602
653,2.549
656,2.265
658,2.136
660,2.247
663,2.847
665,2.045
667,2.289
670,2.154
672,2.172
674,2.296
677,2.25
679,2.159
681,2.168
684,2.291
686,2.211
689,2.171
691,2.122
693,2.138
695,2.192
698,2.337
700,2.653
703,2.308
717,13.366
720,2.819
722,2.447
725,2.469
727,2.39
729,2.226
732,2.127
734,2.452
737,2.327
739,2.368
742,2.402
744,2.256
746,2.272
749,2.264
751,2.263
753,2.35
756,2.26
758,2.364
761,2.507
763,2.406
766,2.512
768,2.276
771,2.3
773,2.338
775,2.428
778,2.317
780,2.378
782,2.024
785,2.02
787,2.201
789,2.309
792,2.347
794,2.353
796,2.049
798,2.238
801,2.423
803,2.311
806,2.3
808,2.317
810,2.136
813,2.13
815,2.238
817,2.431
820,2.3
822,2.422
825,2.5
827,2.257
830,2.258
832,2.38
834,2.128
837,2.183
839,2.398
841,2.3
844,2.465
846,2.279
849,2.337
851,2.299
854,2.519
856,2.317
859,2.439
861,2.374
863,2.336
866,2.276
868,2.316
870,1.974
873,2.311
875,2.427
877,2.232
880,2.097
882,1.92
884,1.995
886,2.376
889,2.729
891,2.368
894,2.42
897,2.427
912,15.569
915,2.478
917,2.317
919,2.209
922,2.204
924,2.648
927,2.601
930,2.946
933,2.481
935,2.368
938,2.472
941,2.697
943,2.438
946,2.391
948,2.563
950,2.184
953,2.305
956,2.581
958,2.472
960,2.32
963,2.36
965,2.347
968,2.355
970,2.106
972,2.135
974,2.119
977,2.17
979,2.204
981,2.211
984,2.192
986,2.26
989,2.502
992,2.645
995,2.343
997,2.24
1000,2.414
1002,2.326
1004,2.234
1007,2.386
1009,2.499
1012,2.317
1014,2.368
1017,2.424
1021,3.965
1024,2.822
1026,2.598
1029,2.526
1031,2.421
1034,2.574
1036,2.351
1039,2.311
1041,2.265
1044,2.34
1046,2.154
1048,2.275
1051,2.363
1053,2.261
1055,2.15
1058,2.382
1060,2.4
1063,2.406
1065,2.284
1067,2.222
1070,2.545
1072,2.36
1075,2.224
1077,2.331
1080,2.392
1082,2.321
1084,2.205
1086,2.19
1089,2.352
1091,2.405
1094,2.227
1096,2.232
1098,2.117
1101,2.203
1103,2.18
1105,2.233
1107,2.031
1109,2.117
1112,2.203
1114,2.324
1116,2.306
1119,2.45
1122,2.448
1124,2.343
1126,2.382
1129,2.348
1131,2.259
1134,2.454
1136,2.414
1139,2.337
1141,2.227
1143,2.308
1146,2.202
1148,2.196
1150,2.259
1153,2.219
1155,2.027
1157,2.193
1159,2.004
1161,2.126
1164,2.223
1166,2.41
1169,2.625
1171,2.185
1174,2.422
1176,2.416
1179,2.5
1181,2.157
1183,2.016
1185,2.126
1188,2.142
1190,2.366
1192,2.315
1195,2.511
1198,2.898
1201,2.437
1203,1.98
1205,2.136
1207,2.387
1210,2.338
1212,2.193
1214,2.327
1216,1.91
1218,1.903
1220,1.999
1223,2.102
1225,2.146
1227,2.162
1229,2.317
1232,2.07
1234,2.152
1236,1.852
1238,2.278
1241,2.414
1243,2.45
1245,2.242
1247,1.997
1250,2.073
1252,2.25
1254,2.133
1256,2.076
1259,2.137
1261,2.027
1263,2.151
1265,2.196
1268,2.226
1270,2.29
1272,2.159
1274,2.232
1277,2.215
1279,2.009
1281,2.083
1283,1.957
1285,1.994
1287,2.103
1290,2.286
1292,2.421
1294,2.188
1297,2.393
1299,2.163
1302,2.428
1304,2.306
1306,1.999
1308,2.023
1311,2.304
1313,2.135
1315,2.034
1317,2.146
1320,2.243
1322,2.17
1324,2.195
1326,2.168
1329,2.143
1331,2.201
1333,2.316
1336,2.283
1338,2.489
1341,2.797
1343,2.364
1346,2.103
1348,2.059
1350,2.099
1352,2.2
1354,2.092
1357,2.224
1359,1.993
1361,1.973
1363,2.122
1365,2.198
1367,2.073
1374,5.912
1378,3.26
1380,1.968
1382,2.305
1384,2.2
1387,2.474
1390,2.52
1392,2.507
1395,2.231
1397,2.202
1399,2.116
1401,2.243
1403,2.071
1406,2.133
1408,2.087
1410,2.117
1412,2.043
1414,2.036
1416,2.044
1418,1.996
1421,2.143
1423,2.179
1425,1.915
1427,2.053
1429,2.049
1432,2.278
1434,1.993
1436,1.909
1438,2.139
1440,2.264
1442,2.267
1445,2.265
1447,2.128
1449,2.017
1451,1.889
1454,2.454
1456,2.051
1458,1.959
1460,1.957
1462,1.885
1464,1.889
1466,1.949
1468,1.986
1470,1.964
1472,1.964
1474,2.096
1476,1.985
1478,2.055
1480,2.048
1483,2.148
1485,2.286
1487,2.046
1489,2.164
1491,2.066
1494,2.119
1496,2.153
1498,2.105
1500,1.861
1502,1.908
1504,1.998
1506,1.938
1508,2.021
1510,2.051
1512,2.035
1514,1.979
1517,2.28
1519,2.174
1521,1.93
1523,2.127
1526,2.195
1528,1.964
1530,2.224
1532,2.15
1534,1.928
1537,2.499
1539,2.157
1541,2.004
1543,2.13
1545,2.112
1548,2.099
1550,2.209
1553,2.563
1555,2.437
1558,2.441
1560,2.679
1563,2.535
1566,2.573
1568,2.408
1571,2.315
1578,6.932
1580,2.521
1583,2.318
1585,2.455
1587,2.392
1590,2.491
1592,2.286
1595,2.288
1597,2.41
1599,2.11
1602,2.185
1604,2.266
1606,2.07
1608,2.005
1611,2.57
