21,15.443
29,7.515
33,4.322
38,4.172
42,4.127
46,3.761
50,4.333
54,3.895
59,4.251
63,4.52
68,4.52
73,4.773
77,4.05
88,10.538
94,5.387
100,6.285
114,13.599
120,5.724
127,7.179
133,5.557
138,5.569
144,5.262
149,5.367
154,5.098
160,5.388
166,5.288
171,4.917
175,4.483
180,4.736
185,4.687
190,4.676
195,4.785
200,4.885
204,4.514
209,4.79
214,4.795
219,4.695
226,6.796
231,4.601
235,4.215
239,4.018
244,4.211
248,4.074
252,4.342
257,4.341
261,4.266
267,5.968
272,4.567
277,4.775
281,4.409
286,4.544
292,5.216
296,4.621
301,4.802
306,4.446
310,3.974
314,4.379
320,5.356
324,4.073
338,13.639
343,4.538
348,4.622
353,5.741
357,3.697
361,4.083
365,3.721
369,3.888
373,3.598
377,3.683
381,3.711
384,3.586
388,3.463
392,3.842
395,3.491
399,3.832
403,3.562
407,3.84
411,3.981
416,4.018
419,3.633
423,3.84
428,4.176
432,4.388
437,4.262
441,4.206
445,4.282
451,5.815
456,4.024
459,3.726
466,6.14
470,4.003
474,3.846
478,3.704
481,3.823
485,3.571
489,3.481
493,3.747
497,3.824
501,3.815
505,3.895
509,3.894
512,3.566
516,3.5
521,4.326
525,4.015
534,9.352
539,4.63
543,4.399
548,4.069
552,3.861
556,3.95
560,3.903
564,3.974
570,5.474
573,3.699
577,3.56
581,4.166
585,3.966
590,3.952
596,5.644
600,3.901
603,3.675
607,3.8
611,3.976
616,4.069
620,3.807
623,3.7
627,3.462
631,3.669
634,3.451
638,3.479
641,3.274
645,3.838
649,3.668
653,3.709
657,3.4
660,3.027
665,5.09
669,3.461
675,5.942
678,3.124
682,3.424
685,3.326
688,2.912
692,3.532
695,3.294
699,3.202
702,3.494
706,3.37
709,3.118
712,3.13
715,3.074
719,3.323
722,3.198
726,3.156
729,3.083
732,3.073
736,3.638
739,3.436
743,3.85
747,3.604
751,3.464
755,3.727
758,3.601
763,5.077
768,4.106
771,3.57
775,3.847
779,3.631
783,3.606
786,3.496
790,3.627
794,4.184
798,3.434
803,5.286
807,3.564
811,3.702
815,3.695
819,3.836
825,5.742
829,3.965
833,3.919
837,3.846
841,4.44
845,3.911
849,3.949
854,4.15
857,3.376
862,4.753
867,4.876
872,4.299
876,3.896
879,3.552
883,3.636
887,3.425
890,3.519
894,3.224
898,3.515
902,3.915
906,3.825
909,3.236
912,3.353
916,3.635
920,3.375
923,3.091
926,3.204
930,3.532
934,3.499
938,3.743
941,3.446
945,3.694
949,3.279
952,3.166
956,3.726
959,3.479
963,3.781
967,3.882
972,4.226
976,4.47
980,3.842
984,3.626
988,3.525
993,4.984
997,3.692
1000,3.358
1004,3.222
1007,3.132
1011,3.358
1014,3.29
1017,3.142
1021,3.457
1024,3.33
1029,4.354
1040,10.728
1044,3.447
1047,3.631
1051,3.393
1054,3.234
1058,3.239
1061,3.375
1065,3.199
1071,5.866
1074,3.037
1077,3.158
1081,3.456
1084,3.054
1087,3.112
1091,3.463
1094,3.27
1098,3.081
1101,3.047
1104,3.032
1107,3.15
1111,2.971
1114,3.053
1122,8.314
1132,9.191
1136,4.636
1140,3.202
1143,3.328
1147,3.195
1150,3.205
1153,3.282
1157,3.136
1160,3.114
1163,3.182
1167,3.271
1170,3.217
1174,3.381
1177,3.113
1180,2.843
1183,2.977
1186,2.999
1189,2.794
1192,2.718
1195,2.78
1198,2.943
1201,2.829
1204,2.982
1207,2.85
1211,2.999
1214,2.889
1217,3.165
1220,3.117
1224,3.073
1227,3.136
1230,3.013
1233,2.846
1236,2.984
1239,2.912
1242,2.831
1245,2.826
1289,43.462
1294,5.034
1298,3.471
1341,42.888
1345,3.803
1348,3.52
1352,3.61
1356,3.424
1359,3.399
1363,3.123
1366,3.14
1409,43.233
1416,6.426
1420,3.637
1423,3.521
1427,3.394
1430,3.22
1434,3.317
1477,43.17
1481,3.772
1485,3.431
1488,3.171
1492,3.446
1495,3.673
1499,3.462
1503,3.611
1506,3.61
1510,3.382
1513,3.146
1517,3.173
1520,3.388
1524,3.34
1527,3.213
1530,3.069
1533,3.068
1577,43.374
1582,5.28
1586,3.596
1590,3.748
1594,3.355
1597,3.156
1600,3.132
1603,3.129
1607,3.09
1610,3.224
1653,42.773
1657,3.988
1661,3.484
1665,3.619
1668,3.405
1672,3.413
1677,5.015
1680,3.187
1725,44.686
1769,43.916
1773,3.974
1777,3.469
1781,3.55
1785,4.686
1789,3.617
1795,5.764
1799,3.417
1802,3.111
1805,3.284
1809,3.194
1812,3.011
1815,2.977
1818,3.025
1821,3.089
1824,3.013
1827,2.915
1832,4.324
1835,3.25
1881,45.775
1925,43.392
1930,5.286
1934,3.398
1937,3.278
1940,3.212
1944,3.304
1947,3.408
1951,3.283
1954,3.152
1997,42.341
2000,3.489
2004,3.379
2007,3.478
2011,3.243
2014,3.272
2018,3.615
2021,3.492
2025,3.303
2028,3.493
2032,3.241
2035,3.506
2039,3.282
2043,3.119
2047,3.372
2050,3.406
2054,3.448
2057,3.251
2061,3.448
