1384013301728	,3687000
1384013301734	,5078000
1384013301737	,2921000
1384013301740	,2952000
1384013301742	,2833000
1384013301745	,2878000
1384013301748	,2893000
1384013301751	,2823000
1384013301754	,2811000
1384013301757	,2734000
1384013301760	,2857000
1384013301763	,2783000
1384013301765	,2814000
1384013301768	,2868000
1384013301771	,2713000
1384013301774	,3037000
1384013301777	,2808000
1384013301780	,2952000
1384013301783	,2850000
1384013301786	,2992000
1384013301789	,2846000
1384013301792	,2789000
1384013301795	,2909000
1384013301798	,2832000
1384013301801	,2830000
1384013301803	,2834000
1384013301806	,2824000
1384013301809	,2783000
1384013301812	,3043000
1384013301815	,2887000
1384013301818	,2838000
1384013301821	,3302000
1384013301825	,3281000
1384013301828	,2876000
1384013301831	,3279000
1384013301834	,2954000
1384013301838	,4256000
1384013301842	,3028000
1384013301844	,2857000
1384013301847	,2844000
1384013301850	,2857000
1384013301854	,3269000
1384013301857	,2953000
1384013301859	,2818000
1384013301862	,2829000
1384013301865	,3054000
1384013301869	,3233000
1384013301872	,2848000
1384013301874	,2776000
1384013301877	,2780000
1384013301880	,2874000
1384013301883	,2967000
1384013301886	,2939000
1384013301890	,3269000
1384013301892	,2823000
1384013301895	,2835000
1384013301898	,2943000
1384013301901	,2892000
1384013301904	,2833000
1384013301907	,2883000
1384013301910	,2887000
1384013301913	,2978000
1384013301916	,3022000
1384013301919	,2865000
1384013301922	,2835000
1384013301926	,3968000
1384013301930	,3860000
1384013301935	,4511000
1384013301938	,3574000
1384013301942	,3997000
1384013301946	,3158000
1384013301949	,3146000
1384013301952	,3251000
1384013301955	,3080000
1384013301958	,2870000
1384013301961	,2889000
1384013301964	,2850000
1384013301967	,2810000
1384013301970	,2908000
1384013301973	,2787000
1384013301976	,2888000
1384013301978	,2776000
1384013301981	,2966000
1384013301985	,3080000
1384013301988	,3008000
1384013301991	,2862000
1384013301994	,2949000
1384013301996	,2793000
1384013301999	,2802000
1384013302002	,2837000
1384013302005	,2934000
1384013302008	,2811000
1384013302011	,2806000
1384013302014	,2853000
1384013302017	,3018000
1384013302020	,2891000
1384013302023	,2914000
1384013302026	,2865000
1384013302029	,2807000
1384013302031	,2821000
1384013302034	,2960000
1384013302037	,2925000
1384013302041	,3245000
1384013302044	,2921000
1384013302047	,2855000
1384013302050	,2864000
1384013302052	,2835000
1384013302055	,2765000
1384013302058	,3175000
1384013302061	,2828000
1384013302064	,2766000
1384013302067	,2893000
1384013302070	,3088000
1384013302073	,2945000
1384013302076	,2844000
1384013302079	,2896000
1384013302082	,2866000
1384013302085	,2798000
1384013302088	,2854000
1384013302091	,2834000
1384013302094	,2794000
1384013302097	,3045000
1384013302100	,2965000
1384013302103	,2865000
1384013302105	,2810000
1384013302108	,2900000
1384013302111	,2963000
1384013302114	,2982000
1384013302117	,2812000
1384013302120	,3045000
1384013302123	,2862000
1384013302126	,2884000
1384013302129	,2805000
1384013302132	,2911000
1384013302135	,2831000
1384013302138	,2787000
1384013302141	,3043000
1384013302144	,2771000
1384013302147	,3028000
1384013302150	,2927000
1384013302153	,2853000
1384013302156	,3039000
1384013302159	,2816000
1384013302161	,2739000
1384013302166	,4079000
1384013302169	,2844000
1384013302171	,2821000
1384013302174	,2943000
1384013302177	,2815000
1384013302180	,2864000
1384013302183	,2805000
1384013302186	,2920000
1384013302189	,2908000
1384013302192	,2801000
1384013302195	,2746000
1384013302198	,3031000
1384013302201	,2829000
1384013302204	,2864000
1384013302206	,2785000
1384013302209	,2920000
1384013302212	,2914000
1384013302215	,3129000
1384013302218	,2845000
1384013302221	,2947000
1384013302225	,3166000
1384013302227	,2784000
1384013302230	,2962000
1384013302233	,2829000
1384013302236	,2982000
1384013302239	,2859000
1384013302242	,2866000
1384013302245	,2894000
1384013302248	,2865000
1384013302251	,2951000
1384013302254	,3046000
1384013302257	,2860000
1384013302260	,2833000
1384013302264	,4030000
1384013302267	,2991000
1384013302270	,2809000
1384013302273	,2849000
1384013302276	,2915000
1384013302279	,3042000
1384013302282	,2950000
1384013302285	,2816000
1384013302288	,2917000
1384013302291	,2926000
1384013302294	,2846000
1384013302299	,4771000
1384013302302	,2928000
1384013302305	,2943000
1384013302309	,4712000
1384013302315	,5321000
1384013302320	,5006000
1384013302325	,4883000
1384013302330	,4696000
1384013302334	,3945000
1384013302337	,3300000
1384013302342	,4468000
1384013302345	,3309000
1384013302348	,3371000
1384013302351	,2879000
1384013302354	,2883000
1384013302357	,2893000
1384013302360	,2795000
1384013302363	,2774000
1384013302366	,2935000
1384013302369	,2954000
1384013302372	,2797000
1384013302375	,2839000
1384013302377	,2795000
1384013302381	,2961000
1384013302384	,2948000
1384013302386	,2756000
1384013302389	,2864000
1384013302394	,4232000
1384013302397	,3082000
1384013302400	,3204000
1384013302403	,2950000
1384013302406	,3198000
1384013302409	,3032000
1384013302412	,2890000
1384013302415	,3002000
1384013302418	,2905000
1384013302421	,2850000
1384013302424	,2795000
1384013302427	,2698000
1384013302430	,3006000
1384013302433	,2866000
1384013302436	,2872000
1384013302439	,2858000
1384013302442	,2926000
1384013302444	,2791000
1384013302447	,2775000
1384013302450	,2944000
1384013302453	,2893000
1384013302456	,2996000
1384013302459	,2874000
1384013302462	,2885000
1384013302465	,2940000
1384013302468	,2799000
1384013302471	,2853000
1384013302474	,3186000
1384013302477	,2847000
1384013302480	,2864000
1384013302483	,2772000
1384013302486	,3066000
1384013302489	,2883000
1384013302492	,2892000
1384013302495	,2748000
1384013302498	,2904000
1384013302500	,2857000
1384013302504	,3107000
1384013302507	,3174000
1384013302510	,2945000
1384013302513	,2818000
1384013302516	,2933000
1384013302519	,2803000
1384013302522	,2984000
1384013302526	,4641000
1384013302529	,2978000
1384013302533	,3093000
1384013302536	,3323000
1384013302539	,3069000
1384013302542	,3014000
1384013302545	,3019000
1384013302548	,2849000
1384013302551	,2914000
1384013302554	,2849000
1384013302557	,2915000
1384013302560	,2970000
1384013302563	,2813000
1384013302566	,2988000
1384013302569	,3112000
1384013302572	,2874000
1384013302575	,2821000
1384013302578	,2875000
1384013302581	,2959000
1384013302584	,2823000
